Zona;Latitudine;Longitudine;Orario;Volume Traffico;Velocità Media (km/h);Eventuali Rallentamenti;PM10 (μg/m³);NO2 (μg/m³);O3 (μg/m³);AQI;Bus
termini (ma-mb-fs);41.894.840;12.481.867;18:00-19:00;978;18;Elevati;38;34;43;38;714
cinquina;41.826.587;12.481.392;08:00-09:00;981;21;Elevati;27;28;45;33;338
cinquina;41.826.587;12.481.392;12:00-13:00;424;36;Moderati;28;35;48;37;338
cinquina;41.826.587;12.481.392;18:00-19:00;843;19;Elevati;36;28;31;31;338
conca d'oro (mb);41.894.717;12.481.938;08:00-09:00;882;21;Elevati;30;35;37;34;337
conca d'oro (mb);41.894.717;12.481.938;12:00-13:00;405;32;Moderati;28;30;46;34;337
conca d'oro (mb);41.894.717;12.481.938;18:00-19:00;843;18;Elevati;29;34;47;36;337
aurelia (fs);41.827.100;12.480.303;08:00-09:00;819;19;Elevati;37;37;31;35;87
aurelia (fs);41.827.100;12.480.303;12:00-13:00;385;34;Moderati;22;33;45;33;87
aurelia (fs);41.827.100;12.480.303;18:00-19:00;965;22;Elevati;22;37;32;30;87
casale lumbroso;41.894.575;12.482.013;08:00-09:00;816;20;Elevati;33;35;40;36;87
casale lumbroso;41.894.575;12.482.013;12:00-13:00;406;36;Moderati;30;28;47;35;87
casale lumbroso;41.894.575;12.482.013;18:00-19:00;860;21;Elevati;30;36;35;33;87
colli albani (ma);41.827.713;12.479.018;08:00-09:00;818;17;Elevati;20;34;47;33;664
colli albani (ma);41.827.713;12.479.018;12:00-13:00;399;37;Moderati;20;25;48;31;664
colli albani (ma);41.827.713;12.479.018;18:00-19:00;985;17;Elevati;29;28;41;32;664
lepanto (ma);41.903.952.043.872.400;12.459.174.489.912.400;08:00-09:00;900;21;Elevati;30;28;30;29;87
lepanto (ma);41.903.952.043.872.400;12.459.174.489.912.400;12:00-13:00;436;39;Moderati;33;25;37;31;87
lepanto (ma);41.903.952.043.872.400;12.459.174.489.912.400;18:00-19:00;707;23;Elevati;31;37;36;34;87
università la sapienza;41.827.043;12.479.993;08:00-09:00;972;23;Elevati;28;30;46;34;545
università la sapienza;41.827.043;12.479.993;12:00-13:00;459;31;Moderati;35;38;37;36;545
università la sapienza;41.827.043;12.479.993;18:00-19:00;766;24;Elevati;27;30;40;32;545
fidene;41.906.947;12.414.068;08:00-09:00;943;20;Elevati;20;32;34;28;93
fidene;41.906.947;12.414.068;12:00-13:00;417;34;Moderati;33;28;43;34;93
fidene;41.906.947;12.414.068;18:00-19:00;714;18;Elevati;26;35;36;32;93
p.le clodio;418.267.852.489.329;124.813.190.102.474;08:00-09:00;710;23;Elevati;25;37;31;31;89
p.le clodio;418.267.852.489.329;124.813.190.102.474;12:00-13:00;336;31;Moderati;29;39;35;34;89
p.le clodio;418.267.852.489.329;124.813.190.102.474;18:00-19:00;861;15;Elevati;20;36;32;29;89
q.re trieste;41.906.613;12.415.467;08:00-09:00;995;20;Elevati;33;27;48;36;89
q.re trieste;41.906.613;12.415.467;12:00-13:00;429;34;Moderati;20;39;41;33;89
q.re trieste;41.906.613;12.415.467;18:00-19:00;976;24;Elevati;38;26;30;31;89
massimina;41.826.872;12.480.737;08:00-09:00;762;18;Elevati;39;36;37;37;906
massimina;41.826.872;12.480.737;12:00-13:00;321;31;Moderati;31;30;36;32;906
massimina;41.826.872;12.480.737;18:00-19:00;932;17;Elevati;32;30;32;31;906
nuova fiera di roma;4.190.502.902.367.310;12.533.358.680.736.000;08:00-09:00;929;22;Elevati;35;34;41;36;89
nuova fiera di roma;4.190.502.902.367.310;12.533.358.680.736.000;12:00-13:00;484;34;Moderati;21;30;36;29;89
nuova fiera di roma;4.190.502.902.367.310;12.533.358.680.736.000;18:00-19:00;945;19;Elevati;31;39;43;37;89
termini (ma-mb-fs);41.827.172;12.480.322;08:00-09:00;843;17;Elevati;29;25;36;30;714
termini (ma-mb-fs);41.827.172;12.480.322;12:00-13:00;438;33;Moderati;26;25;30;27;714
termini (ma-mb-fs);41.827.172;12.480.322;18:00-19:00;896;22;Elevati;37;34;38;36;714
fidene;41.905.953;12.470.050;08:00-09:00;971;21;Elevati;35;34;36;35;93
fidene;41.905.953;12.470.050;12:00-13:00;455;35;Moderati;36;32;30;32;93
fidene;41.905.953;12.470.050;18:00-19:00;946;24;Elevati;37;30;38;35;93
battistini (ma);41.827.040;12.480.203;08:00-09:00;738;15;Elevati;29;39;40;36;91
battistini (ma);41.827.040;12.480.203;12:00-13:00;416;31;Moderati;34;29;41;34;91
battistini (ma);41.827.040;12.480.203;18:00-19:00;902;20;Elevati;38;34;45;39;91
casalotti;41.905.730;12.470.060;08:00-09:00;942;19;Elevati;38;38;45;40;190f
casalotti;41.905.730;12.470.060;12:00-13:00;340;33;Moderati;23;27;47;32;190f
casalotti;41.905.730;12.470.060;18:00-19:00;928;20;Elevati;24;39;43;35;190f
termini (ma-mb-fs);41.826.627;12.481.252;08:00-09:00;927;23;Elevati;32;31;39;34;714
termini (ma-mb-fs);41.826.627;12.481.252;12:00-13:00;432;32;Moderati;35;38;32;35;714
termini (ma-mb-fs);41.826.627;12.481.252;18:00-19:00;816;18;Elevati;24;35;37;32;714
nuovo salario;41.905.540;12.469.475;08:00-09:00;786;16;Elevati;34;32;49;38;92
nuovo salario;41.905.540;12.469.475;12:00-13:00;336;32;Moderati;22;25;42;29;92
nuovo salario;41.905.540;12.469.475;18:00-19:00;979;23;Elevati;26;29;46;33;92
fidene;41.826.667;12.481.105;08:00-09:00;750;19;Elevati;20;32;36;29;93
fidene;41.826.667;12.481.105;12:00-13:00;336;36;Moderati;20;31;48;33;93
fidene;41.826.667;12.481.105;18:00-19:00;731;20;Elevati;37;36;48;40;93
jonio (mb);41.891.262;12.491.467;08:00-09:00;876;20;Elevati;31;35;30;32;435
jonio (mb);41.891.262;12.491.467;12:00-13:00;379;34;Moderati;29;30;40;33;435
jonio (mb);41.891.262;12.491.467;18:00-19:00;933;22;Elevati;37;26;45;36;435
corviale;41.826.545;12.481.610;08:00-09:00;788;24;Elevati;36;36;45;39;786f
corviale;41.826.545;12.481.610;12:00-13:00;341;32;Moderati;35;31;45;37;786f
corviale;41.826.545;12.481.610;18:00-19:00;863;18;Elevati;32;37;48;39;786f
via paola;41.891.065;12.491.602;08:00-09:00;760;22;Elevati;24;30;46;33;881
via paola;41.891.065;12.491.602;12:00-13:00;370;33;Moderati;31;31;32;31;881
via paola;41.891.065;12.491.602;18:00-19:00;815;18;Elevati;22;31;30;27;881
navetta centro storico;41.826.587;12.481.392;08:00-09:00;876;23;Elevati;21;39;37;32;100
navetta centro storico;41.826.587;12.481.392;12:00-13:00;311;36;Moderati;39;34;49;40;100
navetta centro storico;41.826.587;12.481.392;18:00-19:00;838;19;Elevati;25;28;30;27;100
termini (ma-mb-fs);41.827.100;12.480.303;08:00-09:00;944;22;Elevati;26;39;43;36;714
termini (ma-mb-fs);41.827.100;12.480.303;12:00-13:00;366;37;Moderati;36;37;47;40;714
termini (ma-mb-fs);41.827.100;12.480.303;18:00-19:00;893;22;Elevati;36;38;30;34;714
parco di centocelle (mc);41.901.652;12.481.057;08:00-09:00;936;22;Elevati;28;39;37;34;544
parco di centocelle (mc);41.901.652;12.481.057;12:00-13:00;381;35;Moderati;24;32;30;28;544
parco di centocelle (mc);41.901.652;12.481.057;18:00-19:00;895;17;Elevati;33;35;32;33;544
parco di centocelle (mc);41.827.713;12.479.018;08:00-09:00;961;21;Elevati;27;29;48;34;544
parco di centocelle (mc);41.827.713;12.479.018;12:00-13:00;436;32;Moderati;36;32;45;37;544
parco di centocelle (mc);41.827.713;12.479.018;18:00-19:00;942;21;Elevati;38;37;34;36;544
grotte celoni (mc);4.191.380.385.274.570;12.570.808.640.810.500;08:00-09:00;830;23;Elevati;33;33;41;35;507
grotte celoni (mc);4.191.380.385.274.570;12.570.808.640.810.500;12:00-13:00;334;31;Moderati;38;25;33;32;507
grotte celoni (mc);4.191.380.385.274.570;12.570.808.640.810.500;18:00-19:00;878;15;Elevati;38;26;47;37;507
pantano (mc);41.827.043;12.479.993;08:00-09:00;809;17;Elevati;28;34;38;33;107
pantano (mc);41.827.043;12.479.993;12:00-13:00;354;36;Moderati;34;29;33;32;107
pantano (mc);41.827.043;12.479.993;18:00-19:00;854;15;Elevati;20;28;49;32;107
tor bella monaca;41.901.652;12.481.057;08:00-09:00;948;21;Elevati;37;37;42;38;107
tor bella monaca;41.901.652;12.481.057;12:00-13:00;473;30;Moderati;38;32;33;34;107
tor bella monaca;41.901.652;12.481.057;18:00-19:00;939;24;Elevati;25;38;38;33;107
grotte celoni (mc);418.178.926.761.404;12.459.776.668.737.400;08:00-09:00;821;16;Elevati;35;38;41;38;507
grotte celoni (mc);418.178.926.761.404;12.459.776.668.737.400;12:00-13:00;333;31;Moderati;29;30;32;30;507
grotte celoni (mc);418.178.926.761.404;12.459.776.668.737.400;18:00-19:00;940;16;Elevati;33;39;32;34;507
circolare tiburtina (mb-fs);418.267.852.489.329;124.813.190.102.474;08:00-09:00;793;24;Elevati;26;29;48;34;111f
circolare tiburtina (mb-fs);418.267.852.489.329;124.813.190.102.474;12:00-13:00;495;30;Moderati;36;33;40;36;111f
circolare tiburtina (mb-fs);418.267.852.489.329;124.813.190.102.474;18:00-19:00;806;15;Elevati;25;31;35;30;111f
s.maria del soccorso (mb);4.179.283.627.002.060;12.260.941.276.219.800;08:00-09:00;946;22;Elevati;25;39;40;34;111f
s.maria del soccorso (mb);4.179.283.627.002.060;12.260.941.276.219.800;12:00-13:00;454;37;Moderati;29;31;39;33;111f
s.maria del soccorso (mb);4.179.283.627.002.060;12.260.941.276.219.800;18:00-19:00;980;19;Elevati;39;34;49;40;111f
circolare tiburtina (mb-fs);41.723.266.501.319;1.240.976.231.728.980;08:00-09:00;721;15;Elevati;27;36;37;33;111f
circolare tiburtina (mb-fs);41.723.266.501.319;1.240.976.231.728.980;12:00-13:00;350;31;Moderati;35;32;44;37;111f
circolare tiburtina (mb-fs);41.723.266.501.319;1.240.976.231.728.980;18:00-19:00;714;16;Elevati;20;27;41;29;111f
s.maria del soccorso (mb);41.862.195;12.646.265;08:00-09:00;730;23;Elevati;22;37;45;34;111f
s.maria del soccorso (mb);41.862.195;12.646.265;12:00-13:00;453;32;Moderati;26;35;32;31;111f
s.maria del soccorso (mb);41.862.195;12.646.265;18:00-19:00;891;21;Elevati;25;32;45;34;111f
circolare l.go preneste;4.197.337.026.774.550;1.239.984.279.808.190;08:00-09:00;912;23;Elevati;22;30;47;33;113
circolare l.go preneste;4.197.337.026.774.550;1.239.984.279.808.190;12:00-13:00;377;33;Moderati;34;29;39;34;113
circolare l.go preneste;4.197.337.026.774.550;1.239.984.279.808.190;18:00-19:00;747;18;Elevati;37;27;31;31;113
tor sapienza;41.862.310;12.645.568;08:00-09:00;999;15;Elevati;26;34;46;35;113
tor sapienza;41.862.310;12.645.568;12:00-13:00;399;31;Moderati;39;38;43;40;113
tor sapienza;41.862.310;12.645.568;18:00-19:00;886;17;Elevati;38;28;35;33;113
gianicolo;41.893.610.563.658.300;1.224.263.177.391.300;08:00-09:00;798;18;Elevati;28;26;46;33;115
gianicolo;41.893.610.563.658.300;1.224.263.177.391.300;12:00-13:00;319;36;Moderati;32;27;34;31;115
gianicolo;41.893.610.563.658.300;1.224.263.177.391.300;18:00-19:00;740;24;Elevati;27;25;48;33;115
ospedale san giovanni (h);41.901.297;12.500.420;08:00-09:00;803;21;Elevati;24;34;37;31;117
ospedale san giovanni (h);41.901.297;12.500.420;12:00-13:00;444;32;Moderati;21;28;49;32;117
ospedale san giovanni (h);41.901.297;12.500.420;18:00-19:00;983;19;Elevati;34;27;30;30;117
colosseo (mb);41.861.830;12.646.523;08:00-09:00;815;22;Elevati;34;38;35;35;117
colosseo (mb);41.861.830;12.646.523;12:00-13:00;300;35;Moderati;28;30;40;32;117
colosseo (mb);41.861.830;12.646.523;18:00-19:00;728;15;Elevati;22;25;35;27;117
monti;4.176.046.696.516.590;12.498.098.447.279.400;08:00-09:00;903;22;Elevati;37;35;39;37;117
monti;4.176.046.696.516.590;12.498.098.447.279.400;12:00-13:00;310;33;Moderati;32;33;46;37;117
monti;4.176.046.696.516.590;12.498.098.447.279.400;18:00-19:00;992;20;Elevati;23;25;44;30;117
largo chigi;41.837.432.384.277.100;12.431.517.539.010.400;08:00-09:00;784;24;Elevati;26;29;46;33;117
largo chigi;41.837.432.384.277.100;12.431.517.539.010.400;12:00-13:00;328;31;Moderati;30;29;30;29;117
largo chigi;41.837.432.384.277.100;12.431.517.539.010.400;18:00-19:00;822;22;Elevati;24;27;37;29;117
ippodromo capannelle;41.901.000;12.499.733;08:00-09:00;714;16;Elevati;38;32;40;36;118
ippodromo capannelle;41.901.000;12.499.733;12:00-13:00;467;39;Moderati;29;33;37;33;118
ippodromo capannelle;41.901.000;12.499.733;18:00-19:00;957;18;Elevati;33;26;35;31;118
appia antica;41.861.742;12.646.587;08:00-09:00;753;24;Elevati;28;37;41;35;118
appia antica;41.861.742;12.646.587;12:00-13:00;447;35;Moderati;30;35;40;35;118
appia antica;41.861.742;12.646.587;18:00-19:00;936;19;Elevati;25;35;48;36;118
p.za venezia;4.192.665.491.730.330;12.568.810.284.549.500;08:00-09:00;730;23;Elevati;38;28;39;35;916f
p.za venezia;4.192.665.491.730.330;12.568.810.284.549.500;12:00-13:00;479;38;Moderati;34;37;37;36;916f
p.za venezia;4.192.665.491.730.330;12.568.810.284.549.500;18:00-19:00;862;15;Elevati;22;31;33;28;916f
p.za venezia;41.900.835;12.500.470;08:00-09:00;959;20;Elevati;36;35;36;35;916f
p.za venezia;41.900.835;12.500.470;12:00-13:00;305;39;Moderati;36;37;33;35;916f
p.za venezia;41.900.835;12.500.470;18:00-19:00;906;16;Elevati;27;37;43;35;916f
trinità dei monti;41.861.645;12.646.640;08:00-09:00;727;20;Elevati;38;33;38;36;119
trinità dei monti;41.861.645;12.646.640;12:00-13:00;446;38;Moderati;33;33;42;36;119
trinità dei monti;41.861.645;12.646.640;18:00-19:00;928;23;Elevati;38;34;37;36;119
p.za del popolo;41.915.449.150.327.700;12.499.833.647.594.400;08:00-09:00;840;15;Elevati;24;38;32;31;119
p.za del popolo;41.915.449.150.327.700;12.499.833.647.594.400;12:00-13:00;409;33;Moderati;25;38;47;36;119
p.za del popolo;41.915.449.150.327.700;12.499.833.647.594.400;18:00-19:00;993;16;Elevati;29;32;41;34;119
augusto imperatore;4.175.494.847.773.240;12.489.855.106.887.600;08:00-09:00;957;15;Elevati;22;36;43;33;119
augusto imperatore;4.175.494.847.773.240;12.489.855.106.887.600;12:00-13:00;438;34;Moderati;24;35;36;31;119
augusto imperatore;4.175.494.847.773.240;12.489.855.106.887.600;18:00-19:00;740;21;Elevati;32;26;40;32;119
flaminio (ma-rv);41.901.522;12.499.110;08:00-09:00;757;15;Elevati;22;31;33;28;160
flaminio (ma-rv);41.901.522;12.499.110;12:00-13:00;370;33;Moderati;24;34;40;32;160
flaminio (ma-rv);41.901.522;12.499.110;18:00-19:00;718;23;Elevati;21;26;49;32;160
san basilio;41.861.527;12.646.710;08:00-09:00;956;18;Elevati;21;28;39;29;424
san basilio;41.861.527;12.646.710;12:00-13:00;490;33;Moderati;27;36;46;36;424
san basilio;41.861.527;12.646.710;18:00-19:00;755;16;Elevati;31;29;44;34;424
basilica san paolo (mb);41.900.737;12.500.473;08:00-09:00;777;15;Elevati;37;39;40;38;128
basilica san paolo (mb);41.900.737;12.500.473;12:00-13:00;370;38;Moderati;20;39;33;30;128
basilica san paolo (mb);41.900.737;12.500.473;18:00-19:00;958;20;Elevati;26;35;41;34;128
magliana vecchia;418.619.244.998.397;126.463.855.057.837;08:00-09:00;728;23;Elevati;25;26;36;29;981
magliana vecchia;418.619.244.998.397;126.463.855.057.837;12:00-13:00;341;35;Moderati;30;38;31;33;981
magliana vecchia;418.619.244.998.397;126.463.855.057.837;18:00-19:00;738;20;Elevati;31;38;42;37;981
flaminio (ma-rv);41.900.473;12.500.650;08:00-09:00;900;21;Elevati;28;33;38;33;160
flaminio (ma-rv);41.900.473;12.500.650;12:00-13:00;392;31;Moderati;30;27;34;30;160
flaminio (ma-rv);41.900.473;12.500.650;18:00-19:00;999;15;Elevati;21;37;31;29;160
via prenestina;41.896.738;12.483.128;08:00-09:00;835;15;Elevati;36;33;44;37;150f
via prenestina;41.896.738;12.483.128;12:00-13:00;364;39;Moderati;23;36;35;31;150f
via prenestina;41.896.738;12.483.128;18:00-19:00;982;21;Elevati;29;33;30;30;150f
tonino bello;41.742.328.451.427.900;12.295.951.873.118.100;08:00-09:00;832;19;Elevati;29;35;39;34;150f
tonino bello;41.742.328.451.427.900;12.295.951.873.118.100;12:00-13:00;468;38;Moderati;26;32;46;34;150f
tonino bello;41.742.328.451.427.900;12.295.951.873.118.100;18:00-19:00;882;21;Elevati;33;32;34;33;150f
flaminio (ma-rv);41.900.662;12.500.125;08:00-09:00;740;15;Elevati;34;36;31;33;160
flaminio (ma-rv);41.900.662;12.500.125;12:00-13:00;351;36;Moderati;22;31;36;29;160
flaminio (ma-rv);41.900.662;12.500.125;18:00-19:00;942;23;Elevati;28;27;36;30;160
montagnola;41.894.908;12.481.805;08:00-09:00;762;17;Elevati;27;32;34;31;671
montagnola;41.894.908;12.481.805;12:00-13:00;442;31;Moderati;31;33;33;32;671
montagnola;41.894.908;12.481.805;18:00-19:00;957;23;Elevati;22;27;38;29;671
cimitero del verano;41.900.987;12.500.458;08:00-09:00;967;17;Elevati;35;31;41;35;163
cimitero del verano;41.900.987;12.500.458;12:00-13:00;326;36;Moderati;26;36;38;33;163
cimitero del verano;41.900.987;12.500.458;18:00-19:00;943;17;Elevati;35;31;37;34;163
rebibbia (mb);41.894.957;12.481.765;08:00-09:00;950;21;Elevati;21;26;46;31;443
rebibbia (mb);41.894.957;12.481.765;12:00-13:00;488;32;Moderati;25;37;35;32;443
rebibbia (mb);41.894.957;12.481.765;18:00-19:00;741;22;Elevati;25;26;39;30;443
tiburtina (mb-fs);41.901.017;12.500.335;08:00-09:00;842;20;Elevati;27;31;48;35;649
tiburtina (mb-fs);41.901.017;12.500.335;12:00-13:00;347;35;Moderati;23;26;30;26;649
tiburtina (mb-fs);41.901.017;12.500.335;18:00-19:00;777;17;Elevati;38;31;33;34;649
farnesina;41.894.840;12.481.867;08:00-09:00;707;15;Elevati;27;30;35;30;168
farnesina;41.894.840;12.481.867;12:00-13:00;406;33;Moderati;29;34;36;33;168
farnesina;41.894.840;12.481.867;18:00-19:00;902;18;Elevati;37;29;39;35;168
termini (ma-mb-fs);41.903.122;12.500.502;08:00-09:00;744;18;Elevati;23;37;33;31;714
termini (ma-mb-fs);41.903.122;12.500.502;12:00-13:00;437;39;Moderati;38;27;35;33;714
termini (ma-mb-fs);41.903.122;12.500.502;18:00-19:00;963;19;Elevati;24;38;36;32;714
eur agricoltura;41.894.717;12.481.938;08:00-09:00;743;19;Elevati;21;25;47;31;788
eur agricoltura;41.894.717;12.481.938;12:00-13:00;369;38;Moderati;25;36;32;31;788
eur agricoltura;41.894.717;12.481.938;18:00-19:00;908;22;Elevati;32;32;38;34;788
corviale;41.901.668;12.500.587;08:00-09:00;832;18;Elevati;33;25;37;31;786f
corviale;41.901.668;12.500.587;12:00-13:00;396;38;Moderati;38;25;40;34;786f
corviale;41.901.668;12.500.587;18:00-19:00;709;24;Elevati;25;29;49;34;786f
ottaviano (ma);41.894.575;12.482.013;08:00-09:00;700;20;Elevati;32;34;43;36;913l
ottaviano (ma);41.894.575;12.482.013;12:00-13:00;301;35;Moderati;30;30;40;33;913l
ottaviano (ma);41.894.575;12.482.013;18:00-19:00;932;22;Elevati;25;26;38;29;913l
circolare farnesina;41.901.080;12.500.223;08:00-09:00;969;15;Elevati;22;25;30;25;188
circolare farnesina;41.901.080;12.500.223;12:00-13:00;442;35;Moderati;25;36;45;35;188
circolare farnesina;41.901.080;12.500.223;18:00-19:00;983;23;Elevati;24;38;43;35;188
p.za venezia;41.902.753;12.500.107;08:00-09:00;925;19;Elevati;26;39;35;33;916f
p.za venezia;41.902.753;12.500.107;12:00-13:00;497;33;Moderati;21;37;37;31;916f
p.za venezia;41.902.753;12.500.107;18:00-19:00;817;19;Elevati;36;31;32;33;916f
casalotti;41.913.060;12.520.938;08:00-09:00;848;21;Elevati;36;35;37;36;190f
casalotti;41.913.060;12.520.938;12:00-13:00;340;34;Moderati;28;31;48;35;190f
casalotti;41.913.060;12.520.938;18:00-19:00;962;19;Elevati;20;28;36;28;190f
p.za mancini;41.902.965;12.500.448;08:00-09:00;774;18;Elevati;28;32;43;34;911
p.za mancini;41.902.965;12.500.448;12:00-13:00;435;34;Moderati;22;39;40;33;911
p.za mancini;41.902.965;12.500.448;18:00-19:00;706;20;Elevati;30;30;41;33;911
prima porta (rv);41.914.143;12.521.698;08:00-09:00;801;16;Elevati;26;38;34;32;303
prima porta (rv);41.914.143;12.521.698;12:00-13:00;379;32;Moderati;31;30;33;31;303
prima porta (rv);41.914.143;12.521.698;18:00-19:00;738;23;Elevati;20;34;47;33;303
p.za mancini;41.901.745;12.500.448;08:00-09:00;729;18;Elevati;26;32;46;34;911
p.za mancini;41.901.745;12.500.448;12:00-13:00;468;30;Moderati;37;29;36;34;911
p.za mancini;41.901.745;12.500.448;18:00-19:00;844;19;Elevati;21;33;31;28;911
olgiata;41.753.052.684.373.800;12.554.136.307.209.500;08:00-09:00;720;15;Elevati;30;36;46;37;201
olgiata;41.753.052.684.373.800;12.554.136.307.209.500;12:00-13:00;424;39;Moderati;24;28;48;33;201
olgiata;41.753.052.684.373.800;12.554.136.307.209.500;18:00-19:00;742;22;Elevati;34;37;47;39;201
tiburtina (mb-fs);41.902.067;12.499.590;08:00-09:00;845;23;Elevati;28;27;49;34;649
tiburtina (mb-fs);41.902.067;12.499.590;12:00-13:00;386;32;Moderati;38;28;33;33;649
tiburtina (mb-fs);41.902.067;12.499.590;18:00-19:00;953;17;Elevati;31;28;48;35;649
q.re montesacro;41.746.875.990.361.200;12.549.047.857.439.900;08:00-09:00;711;18;Elevati;34;26;46;35;211
q.re montesacro;41.746.875.990.361.200;12.549.047.857.439.900;12:00-13:00;459;31;Moderati;26;37;38;33;211
q.re montesacro;41.746.875.990.361.200;12.549.047.857.439.900;18:00-19:00;747;16;Elevati;38;26;39;34;211
pietralata (mb);41.901.967;12.499.752;08:00-09:00;921;19;Elevati;20;34;41;31;211f
pietralata (mb);41.901.967;12.499.752;12:00-13:00;372;34;Moderati;28;25;41;31;211f
pietralata (mb);41.901.967;12.499.752;18:00-19:00;914;23;Elevati;31;34;47;37;211f
monte sacro;417.143.635.684.331;12.512.734.777.340.800;08:00-09:00;745;21;Elevati;35;26;33;31;211f
monte sacro;417.143.635.684.331;12.512.734.777.340.800;12:00-13:00;365;39;Moderati;21;26;41;29;211f
monte sacro;417.143.635.684.331;12.512.734.777.340.800;18:00-19:00;942;19;Elevati;24;33;49;35;211f
termini (ma-mb-fs);41.901.297;12.500.420;08:00-09:00;979;21;Elevati;30;29;40;33;714
termini (ma-mb-fs);41.901.297;12.500.420;12:00-13:00;372;38;Moderati;35;37;47;39;714
termini (ma-mb-fs);41.901.297;12.500.420;18:00-19:00;753;20;Elevati;37;28;38;34;714
la giustiniana (fs);41.837.338.431.462.000;12.557.177.830.695.900;08:00-09:00;719;21;Elevati;36;36;48;40;303
la giustiniana (fs);41.837.338.431.462.000;12.557.177.830.695.900;12:00-13:00;355;35;Moderati;27;39;48;38;303
la giustiniana (fs);41.837.338.431.462.000;12.557.177.830.695.900;18:00-19:00;712;24;Elevati;23;29;42;31;303
trastevere (fs);41.901.000;12.499.733;08:00-09:00;768;21;Elevati;29;27;37;31;786f
trastevere (fs);41.901.000;12.499.733;12:00-13:00;335;30;Moderati;26;34;49;36;786f
trastevere (fs);41.901.000;12.499.733;18:00-19:00;890;21;Elevati;25;36;43;34;786f
magliana vecchia;4.170.809.121.905.400;12.536.270.022.772.300;08:00-09:00;916;16;Elevati;38;36;43;39;981
magliana vecchia;4.170.809.121.905.400;12.536.270.022.772.300;12:00-13:00;385;32;Moderati;34;38;41;37;981
magliana vecchia;4.170.809.121.905.400;12.536.270.022.772.300;18:00-19:00;968;24;Elevati;24;36;40;33;981
euclide (rv);41.900.835;12.500.470;08:00-09:00;921;19;Elevati;30;25;38;31;230
euclide (rv);41.900.835;12.500.470;12:00-13:00;337;32;Moderati;37;26;40;34;230
euclide (rv);41.900.835;12.500.470;18:00-19:00;845;22;Elevati;31;35;43;36;230
moschea;4.190.199.399.084.570;12.468.758.233.032.900;08:00-09:00;743;16;Elevati;34;27;48;36;230
moschea;4.190.199.399.084.570;12.468.758.233.032.900;12:00-13:00;414;31;Moderati;23;39;38;33;230
moschea;4.190.199.399.084.570;12.468.758.233.032.900;18:00-19:00;793;17;Elevati;27;35;43;35;230
cornelia (ma);41.901.522;12.499.110;08:00-09:00;856;16;Elevati;38;34;30;34;981
cornelia (ma);41.901.522;12.499.110;12:00-13:00;415;31;Moderati;26;31;31;29;981
cornelia (ma);41.901.522;12.499.110;18:00-19:00;768;19;Elevati;21;29;45;31;981
malagrotta;41.934.437.796.781.300;12.341.504.193.927.600;08:00-09:00;729;23;Elevati;24;27;41;30;905
malagrotta;41.934.437.796.781.300;12.341.504.193.927.600;12:00-13:00;448;32;Moderati;32;33;38;34;905
malagrotta;41.934.437.796.781.300;12.341.504.193.927.600;18:00-19:00;946;19;Elevati;27;35;42;34;905
cornelia (ma);41.900.737;12.500.473;08:00-09:00;819;22;Elevati;22;39;45;35;981
cornelia (ma);41.900.737;12.500.473;12:00-13:00;449;36;Moderati;29;34;37;33;981
cornelia (ma);41.900.737;12.500.473;18:00-19:00;871;20;Elevati;27;34;44;35;981
castel di guido;41.960.830.750.727.300;12.476.702.347.417.300;08:00-09:00;873;24;Elevati;22;32;45;33;246p
castel di guido;41.960.830.750.727.300;12.476.702.347.417.300;12:00-13:00;480;38;Moderati;29;34;49;37;246p
castel di guido;41.960.830.750.727.300;12.476.702.347.417.300;18:00-19:00;752;21;Elevati;36;36;42;38;246p
aurelia fs (f);41.900.473;12.500.650;08:00-09:00;980;20;Elevati;22;30;37;29;247
aurelia fs (f);41.900.473;12.500.650;12:00-13:00;486;31;Moderati;20;31;41;30;247
aurelia fs (f);41.900.473;12.500.650;18:00-19:00;850;18;Elevati;39;31;34;34;247
cipro (ma);4.196.297.079.574.040;1.232.071.483.976.460;08:00-09:00;781;23;Elevati;23;25;39;29;990l
cipro (ma);4.196.297.079.574.040;1.232.071.483.976.460;12:00-13:00;324;34;Moderati;39;37;45;40;990l
cipro (ma);4.196.297.079.574.040;1.232.071.483.976.460;18:00-19:00;826;20;Elevati;23;38;32;31;990l
p.za mancini;41.900.662;12.500.125;08:00-09:00;744;22;Elevati;38;29;47;38;911
p.za mancini;41.900.662;12.500.125;12:00-13:00;342;30;Moderati;21;39;38;32;911
p.za mancini;41.900.662;12.500.125;18:00-19:00;887;20;Elevati;33;33;34;33;911
trastevere;4.182.906.884.904.710;12.385.325.945.137.600;08:00-09:00;925;17;Elevati;26;36;45;35;280
trastevere;4.182.906.884.904.710;12.385.325.945.137.600;12:00-13:00;427;35;Moderati;29;29;35;31;280
trastevere;4.182.906.884.904.710;12.385.325.945.137.600;18:00-19:00;998;19;Elevati;33;28;33;31;280
ostiense (mb-rl-fs);41.861.997;12.646.415;08:00-09:00;801;21;Elevati;27;29;37;31;769
ostiense (mb-rl-fs);41.861.997;12.646.415;12:00-13:00;320;39;Moderati;34;25;35;31;769
ostiense (mb-rl-fs);41.861.997;12.646.415;18:00-19:00;861;19;Elevati;22;30;42;31;769
